x,y,cluster
94.94520987759688,-9.28840102337615,0
96.38916839089276,9.417863937000217,0
87.4611390955938,-6.062317616560469,0
105.44141408002434,6.042131624760636,0
84.75744567747782,5.878446762624993,0
84.57729320332317,-2.123974179272146,0
91.34685601195918,-14.52449959033682,0
71.35042538192018,1.0539993792004978,0
78.10041386952463,11.8806047845252,0
78.73451931816845,-3.3318679315769835,0
102.01437797653156,10.577324006200215,0
87.53359815974235,0.6215068543509084,0
80.87242943451399,18.00120795862523,0
74.2220139789837,22.660159877903876,0
79.09926473032729,17.98476193956197,0
78.42057090145414,41.409446518947696,0
83.59322670180983,14.28009544262251,0
91.20309770985703,14.60401876875757,0
84.2749511088976,9.154857406412539,0
68.07268527527577,32.64227666627124,0
87.86737104655606,34.29161196840697,0
78.41469320005889,31.45248096259986,0
63.8351380194472,29.13116142803908,0
73.0242802947885,48.74658967236067,0
80.03872327412849,22.369598446372652,0
78.7772657099986,37.951878133149854,0
67.66357254714192,49.699442386308334,0
83.60211929596946,54.65195611549639,0
63.72274568114401,43.979233009931015,0
74.21433375153038,58.53397650047091,0
64.86124942396674,48.6033217195993,0
57.3059959925237,40.15271178702432,0
75.17658250152091,67.3047992605772,0
64.97940434937232,65.37738937793077,0
67.93084279821578,50.461863089834566,0
66.5108187972253,73.83507625752856,0
61.089007572180826,75.61277060947661,0
33.76888301043911,69.66629300703256,0
59.32518127525059,59.906789237482464,0
57.83066840124085,44.43879340173051,0
53.14534152063544,69.27063128029309,0
68.52133942228414,61.868622094842436,0
44.029841998899165,63.3517752967386,0
59.61393266325824,72.94050289901647,0
43.480923191576935,76.03437376862829,0
48.042132261923584,81.8013708186993,0
38.31862398556088,70.01550260503225,0
39.6615979665781,59.79764306888031,0
44.76390370795879,78.14697873784955,0
40.05113456642462,74.25666904469239,0
24.02165998966739,73.42421477673278,0
32.90245834671848,70.59758523090528,0
32.85066080183266,83.61168459208668,0
51.43978816861258,82.22848337492034,0
33.24916821480768,80.6100866065984,0
9.563846492219895,81.92117640435788,0
27.414757367878074,107.610069713678,0
22.933595084370303,86.74367237252527,0
22.539546976805894,72.75085664755278,0
32.32992758264495,92.6249819563831,0
26.813499164877655,76.63807520525933,0
30.919925170887588,72.297746051843,0
20.7375596544882,108.7628723709629,0
2.929723759758705,81.6949129912883,0
11.787682732652357,82.78000353221856,0
-6.768502852088851,88.91435482092913,0
-3.946162465650815,93.33552801340231,0
-4.5859394860968425,104.42657734647423,0
-5.299209566931925,85.99085496939102,0
8.588018500462065,77.14354637248778,0
0.6423836792728608,102.72071346777471,0
-19.795780392680925,91.64901142815019,0
-3.2136066845957894,97.73051172765895,0
-20.275265120445113,76.77350221664179,0
-4.780584343830995,92.96984673233186,0
-9.589313484876904,93.4425504424543,0
-20.98781258870485,92.23481998149587,0
-13.348327219944505,82.65915866256347,0
0.28996077821603095,94.38761513406831,0
-32.36588129879182,96.01772562316563,0
-32.28014005870363,97.0823161688723,0
-13.022347066167091,80.72041011278174,0
-17.043113379166982,92.7274129764155,0
-20.51752985862754,107.19665489940834,0
-33.24505024180462,80.27739842980567,0
-41.730231307320786,79.19978743766164,0
-35.640005810626505,90.26983586102956,0
-34.12507406822637,94.58808917012605,0
